commentText,Labels
m your big fan keep rocking,4
Thank u kabitaji..... Mla ani Mazya family la tumchi recepie khup  avdli.........,1
nice recipe,2
i always follow your recipe when i wanna cook something new.thank you so much for such a wonderful explanation and recipe,5
very very thank you Mem,1
Very gud recpie,2
kvitaji aaj mene dhokla bnaya ..bhut achhe bne....thank u didi,1
you are making learn us to fast,4
it's very delicious. I tried it so tasty.thank u mam,5
mam aap  bahut ache recipe banate ho,4
you are super coock in the world I think,4
lovely,3
nyc,3
aap kai baat karny ka andaz bhut acha laga👌👌,4
yummy 😍🌼🌼,2
nice and easy thanku for recipy,5
wow mam nice recepi  humne just abhi try kiye bohat hi testy bana thanks mam thanks a lot,5
"superb taste...😍
I just luv it...actually u r awesome.luv u😘😘😘",5
yummy😛😛,2
aap ki recipy bht simple or tasty hoti h mam.... maine khana bnana apse hi seekh h... hostel me rhte hue. Thank you mam.....,5
😀😀  I have tried it.... It was delicious... Thank you for showing.... :-):-):-):-),5
Mouth watering.... I will surly try thnq for showing such a delicious recipe,5
mam mjhe aapki sari recipe acchi lgti hai or kisi ki recipe smjh nh aati sirf aapki recipe smjh aati hai.,4
"thanks for your recipes....,..... ab mai apne sabhi frnds ko khane PR  bula sakti hu.....aap ki vjh se bhut confidence aaya hai meri cooking me......thanks a lot.........",1
i love your all recipes.,4
"hi Kabita,
your channel is the only food channel I have subscribed to. I try following your recipes out of the time I get after office hours. i made these chole today. they really tasted good. thanks a lot for sharing such wonderful recipes.",5
kabitas kitchen very tasty recipe my mom is try😊😊😊 thank you so much.......,5
nice recipe,2
I liked your approach.,4
"Hi Mam, i have tried the same dish.......thnku so much fr giving perfect instructions fr  Chole  prepartion.. . every1 in my family loved dis dish .  !! thnku so much !!",5
Thank you mera time save karne ke liye,1
di maine idli sambar n nariyal ka chatni banaya Aapki recipe...n bohot bohot hi aacha Bana..1st try n turned out really well.. thank u so much...ye vi bohot hi aacha Bana ... thanks again...keep it up di..,1
u'r recip is alwys nice,4
its vry easy thank you mam,5
"me bushra hu me apne huuby ki id say com... krhu hu 
kabita gii apke batye hue chole bhot owsmm bane hai thank you love you",5
Thanks,1
thank you kabita I love ur cooking,5
thanks meam your all recipy a class,5
and kabita you are very beautiful,4
kabita you are very intelligent cook,4
mai aaj he try karu GI.. thanx di,1
i will try tomorrow... di,6
I will try this..... thanks di....,1
mai apki bohot badhi fan hun,4
thank you so much for sharing your recipe in English,1
very nice mam,3
Thanks,1
very nice🖒,3
yummy,2
sweet mam,4
thank-you so much for this chole recepie.,1
mam ur style of cooking and explaining is so easy.,4
Thanks for this recipe dr.... Tried... Came out very well.... 😘,1
Thank you mammm,1
Aap ki raspi mere ghr me sab lago ko bahut Achi lagti hai. Thanku.,1
This chola colour is very nice and this is very tasty thanks kabita's kicthen,5
aaj meine chole banaye aur vo bahut hi tasty bane thank u for sharing this recipe,5
thanks for helping a guy like us who always face challenges when they don't have any choice to cook.,1
thnq maam...,1
your recipies are really awesome😊😊,4
kabita ji as usual ur recipe is awesome...thnks for sharing with us..by the way ur kid is very loving he looks like u..may god bless him...,5
Delicious,2
beautiful,4
maine yeh chole apne bete k liye banaye and usse bahot pasnd aaya bola vrindawan jaise bane h ar waha k chole usse bahot pansd h...thax kabita,1
hi ....mujhe aapki aawaz bahut pasand hai,4
hiiii kavita ji.... you are my favourite chef..... your all recipes is superb. i always follow u,4
i like ur all rrciepe di😍😍😍,4
hello mam muje apki sari repies psand aati h apke btane aur dish bnane ka tarika muje bhut psand h,4
You are the best and making my life so easy here in New Zealand . God bless you,4
Kabita  diiiii ur jsttt awosm yr 😘😘😘 today i try these chana masala it wass jsttt fantastikkkkk lv u yr😘 u make mi an mastershefff😘👩‍🍳,4
Very nice mem,3
very nice video i like,3
kabitaji u r soo talented..u r hands have magic😋😋,4
didi thnks aap ki vidio se mujhe bhot help milti hy ...thnks di..,1
"And yes I tried it yesterday..it turned out really well! 
Very well explained 😊
Thank you",5
"thanks....
yummy taste",5
so cute,4
mam your all recipes are soo nice,4
nice😄,3
In mother absence I tried out kabuli chana with the help of your recipe... My mum was totally amazed wid the taste n wanted to know how I cooked this ...  all thanks to lovely lady miss kabita jiii ..,5
Such a cute intro!,4
Thankyu soo much..mere husband pehli bar itni tarif kiye mere khane ki..,1
hello mam yr recipie is looking so delicious,2
Kavita Tum Duniya Mein sabse accha khana banati ho,4
ap bohat ache recipe sekhati hain ham ko ........,4
thankyou mam,1
hello mam aapke cholle bature bahut bahut pasand aaye aur meine banaye bhi bahut ache bane thankyou mam,1
I love ur explanation. ur videos r really comes out well.,4
Very tasty food 👌👏🍲🍔,2
I  like all your video,4
very nice recipe,2
mam tknxx,1
very very tasty 👌,2
very tasty recipee looking so nice.,2
u r lovely,4
verry verry good your working,4
Diii nice u r the best,4
Nice recipe,2
"So much tasty...
Fmly recipe..",2
mam I must tell you all ur dishes are awesome.... l tried it and it's taste is delicious.....,4
you never disappoint...going to try this today at dinner.,4
Di i tried this last night it was fab di thanx such a nive recipi😍😍,5
hlw kavita ji mai apke har recipe ko dekhti hu aur mujhe apki recipe bht achhi lgti h maine kitna kuch banaya v h chole v banaya h bht achhi bani thanks,5
chole masala tasty hua hai.thank u,5
very good video,3
thnq  mam,1
"hi Kavitha ji, i tried this recipe for yesterday's dinner ,it came out so well.my husband loved it.. i am a south Indian ,but thanks to you that u add subtitles on all your videos that i am able to follow your recipes..😊😊😊",1
aap bhut acha khana banati hai hame apki racipi bhut pasand ati hai😀😀😀😀😀,4
Thank you. I'll try this soon!,1
nice recipe,2
yami,2
very good recepie,2
thanks,1
thanks,1
i lyk your all dishes kabita ji..,4
thanks mam,1
Thank you for sharing the recipe. It turned out really tasty.,5
"Kabita Di, Can i use Onion, garlic  & Adrak without grinding. What is its effect. please guide me. thanks",5
nice recipe..,2
very tasty chole & bhaturee,2
vvvvvvvvvvvvvvv nice recipe,2
nice  dish,2
great dear😘,4
wow..i love the way u cook ..i'll try the recipe,4
Hi kabita ji. I've tried this recipe too and it was very delicious. thank you for all your efforts,5
too good...i tried it and was yummmy👌👌👌👌👌,5
"I am a fan of your work madam. You have made our lives so much simpler. Not only are the recipes simple and easy, even your voice is soothing. Your explanations are very precise and to the point. I find your work flawless.  Wish u loads of success.",4
nice recipe mam,2
thanks meam,1
bhut test di,2
your palak paneer is so yummy,2
the way u share the process is just awesome.. easy to understand :),4
it is so yummy,2
very tasty,2
very superb Chola😊 main se Jarur try karungi Bahut easy Laga.. thanks Kavita Ji😚,5
Good resipi,2
I'm ur biggest fan kabita ji.. n my mom also 😄😄,4
Omg! I did try making your chole! And it turned out really Yum! I am 16 Years..And planned for Giving my family a surprise ..Thank you!,5
mam u r fabulous....ur videos r so simple....n results r best when we try it at home...u make it easy for us.,4
natural presentation of all food you teach. you should be a chef at renowned hotel...best of luck mam..Sonu gill,4
Thank you the lovely recipe.  Am going to try it out. You lovely son is an added bonus.  good work. Looking forward to more.........,5
your recipies r awesome.,4
thanks very nice,5
"Hy kabita ji,the recipe is so simple and tasty,thank you so much for sharing the recipe.👍👍👌👌",5
you r awesome,4
I tried this recipe turned out very tasty.. thank you Kabita.,5
thanks Awesome,5
"tysm fr D best chole recipe 
I made today N all are happy with my dish",5
Very sweet sister,4
thank you.. mam,1
very nice di bahot acha hai Ty ap ke wajah se ham logo ko halp mil jati hai,5
Thanks kabita ji aapki Recipe sabi Dosto ko pasnd aai,5
thanks very nice recipe,5
Nice Recipe I am try morning time,2
thank u kabita jee once again,1
thanks for giving such tasty recipes,5
you r great kabita di,4
your recipes so tasty.,4
I like u and ur all receipe so much,4
gr8,4
app ki hr recipe buath auchi hoti hai,4
"it's really  very tasty , thank u for this recipe",5
Great recipe !! Thank you.,5
tried rajma masala too.very very tasty.thank u so much.,5
"Hi mam, Thank you for your Recipe.",1
Hi mam I made it after watching ur video exactly the way u showed.it tastes good .thank u so much.,5
Great maim,4
thanks Kavita g..cute son,1
Thanks,1
kabita ji Maine aaj chole banaye aapki recipy dekhkar bahot testy bani thi thanks kabita jii,5
nice recipe ma'am.... I follow your recipes for cooking with my Mon..... grateful to you,5
nice recipe,2
your chola recipe is easy and quick recipe....,2
mene aaj hi banayi hu aur bohot achi bani hai...thnku so much for this recipe ☺☺,5
ymmmmy,2
Thank you...  :),1
sister you are very nice,4
"best chole recepie, my wife made it.. it was delicious.. thank you so much..",5
thanks,1
nice food,2
really ma'am u learn me so many recipe.,4
Many thanks for this wonderful efficient recipe !,5
Simple and nice recipes,2
ur all recipes are so easy and testy...,4
thnx..... kabitaji apki recipe videos ki vajah se ghar me sabse acha cook ban gaya me sab bahut tarif karte he mere khane or iska credit sirf apko jata he thnx........,1
aap k bataney ka tarika bahut acha hey,4
very nice recipes i will try,2
"very nice recipe 
please upload chole masala powder.",2
wow you are geart  kabita Ji .,4
wow you are great 😊,4
thanx kavita…. I tried your chhole recipe… tasty baney chhole… thanks again…,5
"nice recipes and thanks mam
Muskaan Singh",5
very nice recipe,2
kabita you make your chole masala so yummy,2
thanks ji aapki wajah s mere choole bhe bhut aache bane the sirf aapki wajah s mene bhe aapke choole dekhar bane tha and thanks one again kabita ji from ziya khan,5
your all recipe very nyc and easy main apki sari recipe dekh kar banati hu,4
I love your all recipes madam,4
I love all your recipes,4
kabita mam apki sari recipe achi hoti h Thankyou,5
ap ki sari rasepi achi hoti hai mujy boht pasand ati hai,4
Amazing.....easy and good thanks mem,5
Hy mam your recipe are so beautiful preparing and Very easily cook. Thank you this recipe share to all viewers. Thank you so much mam 💜💜💜💜💜💜💜💜💜💜,5
"so spicy,delicious👌👌",2
tnx,1
Nice recipe,2
😍😘 u are really a very good teacher aunty.,4
so easy to make at home.. thanks,5
Thanks once again !! You are my trusted food channel !! Keep sharing :),1
You make every recipe easy. Thank you,5
thanks for the recipe :),1
Thank you 😊 helped a lot,1
nyc receipe,2
thank u easy method.....,5
"you are our fav cook.....
my mother loves your technique",4
"The way u speak ,teach n show d recipe ...n ur camera angle is superb ...it helps us to learn ur recipe so easily ☺",4
Nice thanks,5
"Thank you.
😀It's Video for Engineer.😀😀😀
Very  Usesful  In Engineering Life......",1
hats off 2 u....,4
"aap bahut hi easily or simpleast tareekey se sikhatey ho, really great way to explain & train,,,�",4
"Mem Sanjeev Kapoor k 5-6 videos dekhney k baad, badey hi marey mn se aapkey video ko khola, pr u really can't believe, u really teach Awasome.... ab satisfaction hua... bacha liya aapki recipe ne, & honestly speaking ab sach me enternal satisfaction mila... really great work...",4
Love your recipes.. Made chole and it was awesome!!! Thanks for all your good cooking! :),5
Yummy,2
Very nice..i love your recipes,5
superb.i tried this it came out very well.tnks a lot.great work.keep going.,5
Nice video,3
thank u ... I tried it.. it's really tasty...,5
Thanks,1
aapki sari recipe best hai,4
thank u mam bhut kuch sikhne ko milta hai,1
aap bhut asha khana banate ho,4
"thank u mam,tomorrow I am going to prepare this Chile and natura for breakfast.thanks for your simple explanation",5
thank u kabita ji ...,1
Thank you Ma'am..,1
ha kabita your recipes is best and super your recipes iam your fan of your recipes..ok 👍👍👍👍👍👍👍👍😊,4
yummy,2
Your receipies  are excellent. I like your way of teaching. Excellent.I am always  watching  your video.,4
very good recipe kabitaji,2
Hello kabita ji. Tried this recipe along with your batura recipe. It came out really good. My husband liked it veryyyyyy much. It was very delicious. Thanks a lot.,5
Pleassssse write a cook book for all the recipes. I will be the first to order it. Thank you for much for sharing delicious recipes with us.,5
hello kabita..i have tried ur recipe n it works thxs alot for ur recipes!,1
i like ur recipes,4
thank you so much mam..it's very nyc...,5
mam ur method is easy understabl e,4
"Hello sis , thank you  for your video...",1
wow!! I will try this..Thank u😄,1
simple recipe ...vl try it thnx,5
hlo very nice video i love ur recipes all of ur recipes are so simple n easy,5
very nice recipe👌👍,2
Nice and simple method..,4
hai kabita thanks for recipe yesterday I prepared it was great It was so simple,5
Very good  morning and  thanks,1
thanks,1
wow came out really good kabita...but i didn't add chole masala...then too it was just good...thanks a lot...,5
"Mala Banerjee ----- kabita I like most of yr recipes as they r simple,easy & not expensive",4
"hello kavitaji ,aapke yeh recipe wale chole  humne banaye the,bahot he testy banata,humare guest ko bhi bahot accha laga,thanks for the recipe..your my favorite chef",5
Thank u soo much mam,1
thank you,1
Mam u r awesome i like u r recipie vry much.,4
thanx...its very easy,5
thnx for making dis amazing chole i try the chole it taste amazing,5
hi mam..aap b sweet h ....Aapki recipe bahut achi hoti h..jinhe hum aasani se samjh sktein h aur bna sktein..thnxx mam itni achi aur awesome recipe hum logo tk pahuchane k lye..,5
very very nice cooking. Madam.,4
yummyyyyy,2
very nice thanks mam,5
"Madam, aj hame hostel mess me banya....thanks Madam",1
thanks kabita g i love to make you recipe and it was good making and taste,5
HAAAHAAAA  THANK YOU,1
mem apke recipes sabse best he,4
Allah ne kya hunar baksha h,4
jb se apke btaye trike se khana bnane lgi hn mere hubby bahr khana hi chhod diye thhhhnxxx didu,1
